web-scraper-order,web-scraper-start-url,description,prix,Addresse,Images-src,Pagination,Pagination-href
"1729547930-47","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","150 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-48","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-49","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","150 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-50","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-51","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","450 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-52","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Mamelles","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-53","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","160 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-54","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-55","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","160 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-56","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-57","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","325 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-58","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Mamelles","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-59","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","225 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-60","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouakam","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-61","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","150 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-62","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-63","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","180 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-64","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Yoff","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-65","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","1 000 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-66","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Point E","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-67","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","500 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-68","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ngor","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-69","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","200 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-70","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-71","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","200 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-72","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-73","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","50 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-74","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Almadies","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-75","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","3 000 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-76","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","VDN","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-77","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","480 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-78","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Almadies","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-79","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","250 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-80","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-81","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","180 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-82","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Yoff","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-83","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","400 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-84","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Liberté 6","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-85","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","350 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-86","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Virage","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-87","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","600 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-88","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouakam","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-89","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","700 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-90","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Mamelles","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-91","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","25 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-92","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Keur Massar","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-93","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","500 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-94","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ngor","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-95","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","55 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-96","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Sipres","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-97","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","550 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-98","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Yoff","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-99","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","110 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-100","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-101","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","500 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-102","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Mamelles","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-103","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","570 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-104","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Almadies","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-105","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","300 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-106","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouakam","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-107","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","500 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-108","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Almadies","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-109","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","200 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-110","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Liberté 6","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-111","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","315 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-112","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Almadies","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-113","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","225 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-114","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouakam","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-115","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","300 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-116","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Liberté 6","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-117","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","40 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-118","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Liberté 6","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-119","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","250 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-120","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Ouest Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-121","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","175 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-122","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Rufisque","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-123","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-124","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Mamelles","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-125","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","250 000 FCFA","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-126","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","Nord Foire","","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-127","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","400 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-128","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-129","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","362 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-130","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Almadies","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-131","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","150 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-132","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-133","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","150 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-134","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-135","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","450 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-136","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Mamelles","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-137","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","160 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-138","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-139","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","160 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-140","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-141","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","325 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-142","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Mamelles","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-143","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","225 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-144","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouakam","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-145","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","150 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-146","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Ouest Foire","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-147","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","180 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-148","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Yoff","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-149","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","1 000 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-150","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","Point E","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
"1729547930-151","https://dakarvente.com/annonces-categorie-appartements-louer-10.html","","","500 000 FCFA","","2","https://dakarvente.com/index.php?page=annonces_categorie&id=10&sort=&nb=2"
