web-scraper-order,web-scraper-start-url,Descriptions,Prix,Addresses,Images-src,Paginations,Paginations-href
"1729549881-139","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","3 600 000 FCFA","","",""
"1729549881-140","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Diourbel","","",""
"1729549881-141","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","8 900 000 FCFA","","",""
"1729549881-142","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-143","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","6 000 000 FCFA","","",""
"1729549881-144","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Diourbel","","",""
"1729549881-145","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","6 500 000 FCFA","","",""
"1729549881-146","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Diamniadio","","",""
"1729549881-147","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","100 000 000 FCFA","","",""
"1729549881-148","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Ngor","","",""
"1729549881-149","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","4 590 000 FCFA","","",""
"1729549881-150","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-151","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","2 000 000 FCFA","","",""
"1729549881-152","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Dakar","","",""
"1729549881-153","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Dakar","","",""
"1729549881-154","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","25 000 000 FCFA","","",""
"1729549881-155","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Mbour","","",""
"1729549881-156","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","9 000 000 FCFA","","",""
"1729549881-157","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-158","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","12 000 000 FCFA","","",""
"1729549881-159","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Mbour","","",""
"1729549881-160","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","22 000 000 FCFA","","",""
"1729549881-161","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Mbour","","",""
"1729549881-162","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","12 000 000 FCFA","","",""
"1729549881-163","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Liberté 6","","",""
"1729549881-164","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","12 600 000 FCFA","","",""
"1729549881-165","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-166","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","14 250 000 FCFA","","",""
"1729549881-167","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-168","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","21 000 000 FCFA","","",""
"1729549881-169","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-170","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","10 000 000 FCFA","","",""
"1729549881-171","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Mbour","","",""
"1729549881-172","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","13 500 000 FCFA","","",""
"1729549881-173","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-174","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","3 600 000 FCFA","","",""
"1729549881-175","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Mbour","","",""
"1729549881-176","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","4 500 000 FCFA","","",""
"1729549881-177","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-178","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","9 300 000 FCFA","","",""
"1729549881-179","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-180","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","5 000 000 FCFA","","",""
"1729549881-181","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Rufisque","","",""
"1729549881-182","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","2 500 000 FCFA","","",""
"1729549881-183","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Tivaouane","","",""
"1729549881-184","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","6 500 000 FCFA","","",""
"1729549881-185","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-186","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","900 000 FCFA","","",""
"1729549881-187","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-188","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","89 000 000 FCFA","","",""
"1729549881-189","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-190","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","5 500 000 FCFA","","",""
"1729549881-191","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Mbour","","",""
"1729549881-192","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","4 450 000 FCFA","","",""
"1729549881-193","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Diourbel","","",""
"1729549881-194","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","8 000 000 FCFA","","",""
"1729549881-195","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Saly","","",""
"1729549881-196","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","36 350 000 FCFA","","",""
"1729549881-197","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-198","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","12 500 000 FCFA","","",""
"1729549881-199","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Bambey","","",""
"1729549881-200","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","120 000 000 FCFA","","",""
"1729549881-201","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Somone","","",""
"1729549881-202","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","30 000 000 FCFA","","",""
"1729549881-203","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Rufisque","","",""
"1729549881-204","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","6 500 000 FCFA","","",""
"1729549881-205","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-206","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","20 000 000 FCFA","","",""
"1729549881-207","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Keur Massar","","",""
"1729549881-208","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","9 408 000 FCFA","","",""
"1729549881-209","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-210","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","4 975 000 FCFA","","",""
"1729549881-211","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","Thiès","","",""
"1729549881-212","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","media/annonces/pics/thumbs/8638ab10e728ff2b04d246d1d48990ca.jpg","",""
"1729549881-213","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","img/location2.png","",""
"1729549881-214","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-215","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-216","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-217","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","media/annonces/pics/thumbs/fdb6f8215f389cb87007e60f7236a585.jpeg","",""
"1729549881-218","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","img/location2.png","",""
"1729549881-219","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-220","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-221","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-222","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","media/annonces/pics/thumbs/fc00c1e7b1d174374d3714a54e01e0dd.jpeg","",""
"1729549881-223","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","img/location2.png","",""
"1729549881-224","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-225","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-226","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC","",""
"1729549881-227","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","media/annonces/pics/thumbs/28ded8c87e6673f041c5e68ab0bdc84d.jpg","",""
"1729549881-228","https://dakarvente.com/annonces-categorie-terrains-vendre-13.html","","","","img/location2.png","",""
